geoid,aspect,rank,value,performance
13,opp,45,47.281726008,1
13,pfc,43,42.377460909,1
13,pfc_adultnoinsuranc,48,15.15,1
13,pfc_altercommute,32,9.3,2
13,pfc_disconnected,42,8.3,2
13,pfc_teenbirthrate,37,16.0096,2
13,pr,36,53.131530789,2
13,pr_fatal,34,335,2
13,pr_gendergappower,11,0.600165181,2
13,pr_homeownership,41,63.1,2
13,pr_stateconstagains,25,0,2
13,pr_turnout,17,49.8,2
13,ps,35,44.969675321,2
13,ps_accidents,34,4.304,2
13,ps_property,30,213.51,2
13,ps_violent,17,98.249,2
13,s,24,69.801026169,2
13,s_hburdenowner,26,21.5,2
13,s_hburdenrenter,38,45.800000000000004,2
13,s_homeless,27,100.649,2
13,s_nokitchen,9,0.65,2
13,s_overcrowded,29,2.3,2
13,spi,39,48.675497252,2
13,ws,19,52.544937612,2
13,ws_drinkingwater,22,2.074,2
13,ws_floodrisk,5,1.51,3
13,ws_hazardouswaste,48,3.26,1
13,ws_noplumbing,13,0.33,2
15,aae,12,59.06606137,2
15,aae_associates,1,10.6,3
15,aae_bachelors,12,21.5,2
15,aae_graduate,25,11,2
15,abk,11,67.16181779,2
15,abk_g3reading,48,273.6,1
15,abk_g8math,24,766.6,2
15,abk_hsincomplete,1,7.199999999999999,3
15,abk_lessthan9th,24,3.8,2
15,abk_preschoolenroll,20,47.5,2
15,aic,10,49.160413209,3
15,aic_broadband,12,83.3,2
15,aic_broadbandspeed,16,127.351,2
15,aic_celldata,6,62.7,3
15,aic_nointernet,13,13.200000000000001,2
15,bhn,41,49.874175365,2
15,eq,9,64.235216774,3
15,eq_affectedglobalwa,31,45.778,2
15,eq_egridrenewables,23,17.9728,2
15,eq_no2,1,4.802,3
15,eq_ozone,1,0.034,3
15,eq_pm25,1,6.003,3
15,eq_waterstress,26,0.870502,2
15,fow,3,60.246133636,3
15,hw,6,60.427086772,3
15,hw_cancer,7,6,3
15,hw_chd,1,3.75,2
15,hw_diabetes,30,11,2
15,hw_drugod,12,816.4,2
15,hw_mentalhealth,2,11.1,3
15,hw_obesity,3,24.95,3
15,i,43,44.549330264,2
15,i_commutetime,39,27.4793,2
15,i_dissimilarity,20,0.388,2
15,i_genderpaygap,4,0.794,3
15,i_isolation,51,65.5,1
15,i_linguistic,40,0.042,2
15,nbm,8,62.078419313,3
15,nbm_dental,2,8.22077,3
15,nbm_foodsecurity,20,11.200000000000001,2
15,nbm_mencorehealth,47,26.113500000000002,1
15,nbm_poorhealth,5,10.8797,3
15,nbm_supermarketacce,1,42.4,3
15,nbm_womencorehealth,35,27.209600000000002,2
15,opp,29,53.62535219,2
15,pfc,16,60.485020562,2
15,pfc_adultnoinsuranc,3,4.6,3
15,pfc_altercommute,8,16.6,3
15,pfc_disconnected,41,8.200000000000001,2
15,pfc_teenbirthrate,25,12.798399999999999,2
15,pr,41,50.400996564,2
15,pr_fatal,30,309.4,2
15,pr_gendergappower,31,0.476190476,2
15,pr_homeownership,48,58.3,1
15,pr_stateconstagains,1,1,3
15,pr_turnout,51,36.3,1
15,ps,16,59.023700105,2
15,ps_accidents,9,2.419,3
15,ps_property,43,274.453,2
15,ps_violent,21,101.362,2
15,s,52,29.066190766,1
15,s_hburdenowner,50,29.299999999999997,1
15,s_hburdenrenter,50,51.1,1
15,s_homeless,48,313.621,1
15,s_nokitchen,51,1.48,1
15,s_overcrowded,52,9.1,1
15,spi,24,54.581887064,2
15,ws,26,49.328391277,2
15,ws_drinkingwater,23,2.106,2
15,ws_floodrisk,1,1.26,3
15,ws_hazardouswaste,5,1.942,3
15,ws_noplumbing,49,0.69,1
16,aae,38,49.993433734,2
16,aae_associates,15,9.6,2
16,aae_bachelors,34,18.2,2
16,aae_graduate,43,8.7,2
16,abk,36,60.059859846,2
16,abk_g3reading,30,320.7,2
16,abk_g8math,12,814,2
16,abk_hsincomplete,36,13.4,2
16,abk_lessthan9th,17,3.5000000000000004,2
16,abk_preschoolenroll,51,35.9,1
16,aic,31,34.848206295,2
16,aic_broadband,28,79.7,2
16,aic_broadbandspeed,27,108.095,2
16,aic_celldata,25,57.099999999999994,2
16,aic_nointernet,25,15.6,2
16,bhn,38,50.312790806,2
16,eq,7,66.899520596,3
16,eq_affectedglobalwa,15,39.638,3
16,eq_egridrenewables,1,42.642,3
16,eq_no2,25,6.899,2
16,eq_ozone,18,0.04,2
16,eq_pm25,18,6.288,2
16,eq_waterstress,36,1.14629,2
16,fow,17,52.767812063,2
16,hw,16,49.263661517,2
16,hw_cancer,22,7.1499999999999995,2
16,hw_chd,1,3.75,2
16,hw_diabetes,19,10.25,2
16,hw_drugod,10,807.5,2
16,hw_mentalhealth,23,13.5,2
16,hw_obesity,15,28.9,2
16,i,3,68.947806436,3
16,i_commutetime,9,21.0752,2
16,i_dissimilarity,2,0.263,3
16,i_genderpaygap,49,0.631,1
16,i_isolation,1,16.3,3
16,i_linguistic,26,0.026,2
16,nbm,33,49.910204324,2
16,nbm_dental,25,14.8088,2
16,nbm_foodsecurity,13,10.8,2
16,nbm_mencorehealth,26,33.202999999999996,2
16,nbm_poorhealth,36,14.345099999999999,2
16,nbm_supermarketacce,38,71,2
16,nbm_womencorehealth,42,26.055699999999998,2
16,opp,21,57.033524671,2
16,pfc,27,52.85840231,2
16,pfc_adultnoinsuranc,41,12.41,2
16,pfc_altercommute,24,10.299999999999999,2
16,pfc_disconnected,29,6.800000000000001,2
16,pfc_teenbirthrate,7,6.621199999999999,3
16,pr,30,56.334456203,2
16,pr_fatal,36,349.6,2
16,pr_gendergappower,26,0.504538725,2
16,pr_homeownership,11,69.3,2
16,pr_stateconstagains,25,0,2
16,pr_turnout,24,48.5,2
16,ps,33,46.723293486,2
16,ps_accidents,34,4.304,2
16,ps_property,15,165.303,2
16,ps_violent,20,99.849,2
16,s,31,66.525485628,2
16,s_hburdenowner,22,20.5,2
16,s_hburdenrenter,15,42,2
16,s_homeless,36,137.16,2
16,s_nokitchen,43,1,2
16,s_overcrowded,33,2.6,2
16,spi,27,53.371375847,2
16,ws,44,38.092179787,1
16,ws_drinkingwater,20,2.033,2
16,ws_floodrisk,49,2.3,1
16,ws_hazardouswaste,36,2.812,2
16,ws_noplumbing,39,0.47000000000000003,2
17,aae,19,56.662273559,2
17,aae_associates,36,8,2
17,aae_bachelors,15,20.8,2
17,aae_graduate,12,13.3,2
17,abk,30,61.593350774,2
17,abk_g3reading,26,326.6,2
17,abk_g8math,50,586.5,1
17,abk_hsincomplete,24,12.2,2
17,abk_lessthan9th,40,5,2
17,abk_preschoolenroll,8,55.7,3
17,aic,26,38.006233419,2
17,aic_broadband,23,80.60000000000001,2
17,aic_broadbandspeed,26,111.008,2
17,aic_celldata,13,59.599999999999994,2
17,aic_nointernet,25,15.6,2
17,bhn,4,62.112253556,3
17,eq,38,43.875035614,2
17,eq_affectedglobalwa,34,46.525,2
17,eq_egridrenewables,33,9.7098,2
17,eq_no2,35,8.759,2
17,eq_ozone,25,0.042,2
17,eq_pm25,52,8.656,1
17,eq_waterstress,12,0.775188,2
17,fow,29,48.439002685,2
17,hw,13,50.281390934,2
17,hw_cancer,12,6.65,2
17,hw_chd,1,3.75,2
17,hw_diabetes,23,10.65,2
17,hw_drugod,19,860.9,2
17,hw_mentalhealth,17,12.4,2
17,hw_obesity,27,31.7,2
17,i,47,42.208383799,1
17,i_commutetime,45,29.1502,1
17,i_dissimilarity,36,0.465,2
17,i_genderpaygap,40,0.679,2
17,i_isolation,44,52.2,2
17,i_linguistic,41,0.047,2
17,nbm,13,60.422298875,2
17,nbm_dental,19,13.5513,2
17,nbm_foodsecurity,10,10.100000000000001,2
17,nbm_mencorehealth,28,32.9206,2
17,nbm_poorhealth,25,12.627099999999999,2
17,nbm_supermarketacce,1,42.4,3
17,nbm_womencorehealth,41,26.2352,2
17,opp,20,57.081044664,2
17,pfc,8,64.561229731,3
17,pfc_adultnoinsuranc,20,7.870000000000001,2
17,pfc_altercommute,5,17.8,3
17,pfc_disconnected,25,6.4,2
17,pfc_teenbirthrate,19,10.9842,2
17,pr,15,64.892291568,2
17,pr_fatal,8,170,3
17,pr_gendergappower,19,0.556977734,2
17,pr_homeownership,30,66,2
17,pr_stateconstagains,1,1,3
17,pr_turnout,34,46.2,2
17,ps,6,67.888113766,3
17,ps_accidents,11,2.495,2
17,ps_property,25,190.412,2
17,ps_violent,1,46.604,3
17,s,27,67.171674964,2
17,s_hburdenowner,38,23.9,2
17,s_hburdenrenter,33,45.300000000000004,2
17,s_homeless,12,79.546,2
17,s_nokitchen,26,0.7799999999999999,2
17,s_overcrowded,32,2.5,2
17,spi,17,55.877433635,2
17,ws,18,52.96692662,2
17,ws_drinkingwater,30,2.517,2
17,ws_floodrisk,19,1.66,2
17,ws_hazardouswaste,40,2.914,2
17,ws_noplumbing,3,0.27,3
18,aae,42,48.04734108,2
18,aae_associates,22,8.7,2
18,aae_bachelors,44,16.5,2
18,aae_graduate,40,9.4,2
18,abk,32,61.105073842,2
18,abk_g3reading,7,390.7,3
18,abk_g8math,2,852.3,3
18,abk_hsincomplete,46,15.6,1
18,abk_lessthan9th,20,3.6999999999999997,2
18,abk_preschoolenroll,44,41.199999999999996,2
18,aic,40,31.405496244,2
18,aic_broadband,40,77.60000000000001,2
18,aic_broadbandspeed,25,111.987,2
18,aic_celldata,37,54.400000000000006,2
18,aic_nointernet,41,18.2,2
18,bhn,20,56.577186554,2
18,eq,45,42.573220508,2
18,eq_affectedglobalwa,1,39.519999999999996,3
18,eq_egridrenewables,38,8.2129,2
18,eq_no2,45,10.099,1
18,eq_ozone,25,0.042,2
18,eq_pm25,50,8.629,1
18,eq_waterstress,19,0.835832,2
18,fow,43,42.229685465,2
18,hw,40,33.834951266,2
18,hw_cancer,25,7.249999999999999,2
18,hw_chd,37,4.8,2
18,hw_diabetes,43,12.45,2
18,hw_drugod,38,980.4,2
18,hw_mentalhealth,37,14.3,2
18,hw_obesity,40,34.699999999999996,2
18,i,29,50.844631878,2
18,i_commutetime,19,23.7672,2
18,i_dissimilarity,36,0.465,2
18,i_genderpaygap,43,0.672,2
18,i_isolation,23,40,2
18,i_linguistic,17,0.018,2
18,nbm,42,40.985165733,1
18,nbm_dental,44,19.4146,1
18,nbm_foodsecurity,38,13.200000000000001,2
18,nbm_mencorehealth,48,25.985999999999997,1
18,nbm_poorhealth,42,14.800099999999999,2
18,nbm_supermarketacce,35,69.3,2
18,nbm_womencorehealth,44,24.2943,1
18,opp,38,50.927288308,2
18,pfc,32,49.260944474,2
18,pfc_adultnoinsuranc,29,9.8,2
18,pfc_altercommute,43,7.3,2
18,pfc_disconnected,26,6.6000000000000005,2
18,pfc_teenbirthrate,23,12.4348,2
18,pr,31,55.5562358,2
18,pr_fatal,25,269.7,2
18,pr_gendergappower,29,0.49551664,2
18,pr_homeownership,13,68.89999999999999,2
18,pr_stateconstagains,25,0,2
18,pr_turnout,38,44.4,2
18,ps,24,52.592602543,2
18,ps_accidents,30,3.922,2
18,ps_property,16,167.592,2
18,ps_violent,9,85.382,2
18,s,8,74.400438005,2
18,s_hburdenowner,1,17.7,3
18,s_hburdenrenter,22,43.5,2
18,s_homeless,13,82.427,2
18,s_nokitchen,23,0.77,2
18,s_overcrowded,8,1.7000000000000002,2
18,spi,35,49.911386776,2
18,ws,6,58.330539934,3
18,ws_drinkingwater,13,1.76,2
18,ws_floodrisk,17,1.64,2
18,ws_hazardouswaste,8,1.997,3
18,ws_noplumbing,13,0.33,2
19,aae,28,53.404121263,2
19,aae_associates,1,10.6,3
19,aae_bachelors,28,19,2
19,aae_graduate,42,9.2,2
19,abk,6,68.960840951,3
19,abk_g3reading,23,342.8,2
19,abk_g8math,4,832.6,3
19,abk_hsincomplete,8,10.2,3
19,abk_lessthan9th,12,3.1,2
19,abk_preschoolenroll,24,46.9,2
19,aic,36,32.877876572,2
19,aic_broadband,36,78.8,2
19,aic_broadbandspeed,27,108.095,2
19,aic_celldata,32,56.00000000000001,2
19,aic_nointernet,33,16.7,2
19,bhn,10,60.714656772,3
19,eq,6,67.494075132,3
19,eq_affectedglobalwa,1,39.519999999999996,3
19,eq_egridrenewables,1,42.642,3
19,eq_no2,9,5.466,3
19,eq_ozone,13,0.039,2
19,eq_pm25,29,7.287,2
19,eq_waterstress,20,0.838207,2
19,fow,14,53.171160409,2
19,hw,28,43.35184898,2
19,hw_cancer,17,6.950000000000001,2
19,hw_chd,25,4.05,2
19,hw_diabetes,18,10.15,2
19,hw_drugod,37,978.3,2
19,hw_mentalhealth,15,12.3,2
19,hw_obesity,39,34.599999999999994,2
19,i,9,62.03977829,3
19,i_commutetime,7,19.2985,3
19,i_dissimilarity,25,0.416,2
19,i_genderpaygap,37,0.691,2
19,i_isolation,7,20.200000000000003,3
19,i_linguistic,22,0.022,2
19,nbm,14,59.706013545,2
19,nbm_dental,16,13.192100000000002,2
19,nbm_foodsecurity,7,9.700000000000001,3
19,nbm_mencorehealth,7,36.4005,3
19,nbm_poorhealth,14,11.436,2
19,nbm_supermarketacce,29,66.60000000000001,2
19,nbm_womencorehealth,17,30.2336,2
19,opp,10,61.024131601,3
19,pfc,20,59.193735736,2
19,pfc_adultnoinsuranc,7,5.52,3
19,pfc_altercommute,31,9.6,2
19,pfc_disconnected,4,4.8,3
19,pfc_teenbirthrate,27,13.473299999999998,2
19,pr,5,69.458891116,3
19,pr_fatal,17,236.20000000000002,2
19,pr_gendergappower,30,0.477721453,2
19,pr_homeownership,1,71.1,3
19,pr_stateconstagains,21,0.5,2
19,pr_turnout,6,55.300000000000004,3
19,ps,19,57.374557871,2
19,ps_accidents,24,3.352,2
19,ps_property,24,188.758,2
19,ps_violent,12,89.259,2
19,s,9,73.876178707,2
19,s_hburdenowner,1,17.7,3
19,s_hburdenrenter,1,41,3
19,s_homeless,11,79.127,2
19,s_nokitchen,36,0.9400000000000001,2
19,s_overcrowded,6,1.6,2
19,spi,7,58.303316261,3
19,ws,21,51.901876967,2
19,ws_drinkingwater,18,1.986,2
19,ws_floodrisk,41,1.98,2
19,ws_hazardouswaste,13,2.231,2
19,ws_noplumbing,6,0.29,2
20,aae,20,56.024959662,2
20,aae_associates,26,8.5,2
20,aae_bachelors,15,20.8,2
20,aae_graduate,17,12.1,2
20,abk,20,65.49116999,2
20,abk_g3reading,27,325.09999999999997,2
20,abk_g8math,10,815.9000000000001,2
20,abk_hsincomplete,19,11.700000000000001,2
20,abk_lessthan9th,20,3.6999999999999997,2
20,abk_preschoolenroll,25,46.6,2
20,aic,33,34.573597303,2
20,aic_broadband,30,79.60000000000001,2
20,aic_broadbandspeed,27,108.095,2
20,aic_celldata,22,57.599999999999994,2
20,aic_nointernet,30,16.3,2
20,bhn,27,53.378212851,2
20,eq,10,63.106741836,3
20,eq_affectedglobalwa,17,40.142,2
20,eq_egridrenewables,1,42.642,3
20,eq_no2,1,4.802,3
20,eq_ozone,25,0.042,2
20,eq_pm25,22,7.06,2
20,eq_waterstress,43,1.49315,2
20,fow,25,50.214958366,2
20,hw,34,37.688324334,2
20,hw_cancer,27,7.35,2
20,hw_chd,25,4.05,2
20,hw_diabetes,32,11.200000000000001,2
20,hw_drugod,31,950.2,2
20,hw_mentalhealth,29,13.9,2
20,hw_obesity,41,34.8,2
20,i,8,62.49787396,3
20,i_commutetime,8,19.4021,3
20,i_dissimilarity,17,0.378,2
20,i_genderpaygap,39,0.688,2
20,i_isolation,12,27.6,2
20,i_linguistic,29,0.028,2
20,nbm,31,49.961689387,2
20,nbm_dental,30,15.6388,2
20,nbm_foodsecurity,32,12.7,2
20,nbm_mencorehealth,19,33.772000000000006,2
20,nbm_poorhealth,23,12.3426,2
20,nbm_supermarketacce,43,72.89999999999999,2
20,nbm_womencorehealth,22,29.731800000000003,2
20,opp,24,56.359452833,2
20,pfc,33,49.230321514,2
20,pfc_adultnoinsuranc,32,10.290000000000001,2
20,pfc_altercommute,41,7.6,2
20,pfc_disconnected,13,5.6000000000000005,2
20,pfc_teenbirthrate,41,17.3216,2
20,pr,28,57.684656198,2
20,pr_fatal,41,374.7,2
20,pr_gendergappower,49,0.342944257,1
20,pr_homeownership,25,66.3,2
20,pr_stateconstagains,25,0,2
20,pr_turnout,27,48.1,2
20,ps,44,40.773396251,2
20,ps_accidents,34,4.304,2
20,ps_property,34,237.715,2
20,ps_violent,41,147.086,2
20,s,10,73.495013288,2
20,s_hburdenowner,1,17.7,3
20,s_hburdenrenter,1,41,3
20,s_homeless,9,78.349,2
20,s_nokitchen,35,0.9199999999999999,2
20,s_overcrowded,24,2.1,2
20,spi,28,53.31754135,2
20,ws,28,49.282752476,2
20,ws_drinkingwater,46,3.777,2
20,ws_floodrisk,21,1.69,2
20,ws_hazardouswaste,24,2.489,2
20,ws_noplumbing,23,0.36,2
21,aae,46,44.821776859,1
21,aae_associates,35,8.1,2
21,aae_bachelors,50,13.8,1
21,aae_graduate,37,9.8,2
21,abk,31,61.318434486,2
21,abk_g3reading,12,369,2
21,abk_g8math,26,759.3,2
21,abk_hsincomplete,26,12.6,2
21,abk_lessthan9th,47,5.800000000000001,2
21,abk_preschoolenroll,42,41.8,2
21,aic,41,30.309466817,2
21,aic_broadband,43,75.5,1
21,aic_broadbandspeed,21,119.77,2
21,aic_celldata,37,54.400000000000006,2
21,aic_nointernet,43,20.200000000000003,1
21,bhn,40,50.063138971,2
21,eq,37,45.599007465,2
21,eq_affectedglobalwa,1,39.519999999999996,3
21,eq_egridrenewables,37,8.4952,2
21,eq_no2,29,7.32,2
21,eq_ozone,34,0.043,2
21,eq_pm25,40,8.036,2
21,eq_waterstress,10,0.751839,2
21,fow,45,39.864584434,1
21,hw,50,22.231428966,1
21,hw_cancer,27,7.35,2
21,hw_chd,49,6,1
21,hw_diabetes,44,13.350000000000001,1
21,hw_drugod,47,1081.066,1
21,hw_mentalhealth,47,16.5,1
21,hw_obesity,49,36.5,1
21,i,24,54.159281775,2
21,i_commutetime,16,23.6052,2
21,i_dissimilarity,35,0.461,2
21,i_genderpaygap,27,0.707,2
21,i_isolation,13,31.3,2
21,i_linguistic,11,0.013,2
21,nbm,46,36.722500018,1
21,nbm_dental,51,22.2736,1
21,nbm_foodsecurity,45,14.799999999999999,1
21,nbm_mencorehealth,4,37.581399999999995,3
21,nbm_poorhealth,50,16.666,1
21,nbm_supermarketacce,37,70.1,2
21,nbm_womencorehealth,6,32.644400000000005,3
21,opp,43,48.475247596,2
21,pfc,35,47.513174191,2
21,pfc_adultnoinsuranc,11,6.7,2
21,pfc_altercommute,45,7.1,2
21,pfc_disconnected,38,7.6,2
21,pfc_teenbirthrate,39,16.7543,2
21,pr,47,47.40675756,1
21,pr_fatal,31,313,2
21,pr_gendergappower,3,0.744349573,3
21,pr_homeownership,21,67,2
21,pr_stateconstagains,25,0,2
21,pr_turnout,37,44.800000000000004,2
21,ps,36,44.952242518,2
21,ps_accidents,34,4.304,2
21,ps_property,29,212.161,2
21,ps_violent,19,99.394,2
21,s,5,75.388684294,2
21,s_hburdenowner,10,18.2,2
21,s_hburdenrenter,1,41,3
21,s_homeless,20,91.865,2
21,s_nokitchen,20,0.76,2
21,s_overcrowded,15,1.9,2
21,spi,45,46.134323667,1
21,ws,36,43.189129054,2
21,ws_drinkingwater,45,3.768,2
21,ws_floodrisk,41,1.98,2
21,ws_hazardouswaste,22,2.446,2
21,ws_noplumbing,38,0.44999999999999996,2
22,aae,51,39.724454532,1
22,aae_associates,51,6,1
22,aae_bachelors,47,15.5,1
22,aae_graduate,48,8.200000000000001,1
22,abk,49,53.016532823,1
22,abk_g3reading,47,275.4,1
22,abk_g8math,46,667.9,1
22,abk_hsincomplete,51,16.900000000000002,1
22,abk_lessthan9th,42,5.1,2
22,abk_preschoolenroll,12,51.1,2
22,aic,47,20.908712328,1
22,aic_broadband,48,72.8,1
22,aic_broadbandspeed,27,108.095,2
22,aic_celldata,44,51.300000000000004,1
22,aic_nointernet,48,23,1
22,bhn,48,45.828141981,1
22,eq,34,46.153925979,2
22,eq_affectedglobalwa,16,39.976,2
22,eq_egridrenewables,44,4.9162,1
22,eq_no2,11,5.621,2
22,eq_ozone,5,0.037,3
22,eq_pm25,41,8.079,2
22,eq_waterstress,30,0.905945,2
22,fow,50,36.31335114,1
22,hw,48,25.174233428,1
22,hw_cancer,27,7.35,2
22,hw_chd,46,5.4,1
22,hw_diabetes,44,13.350000000000001,1
22,hw_drugod,39,988.2,2
22,hw_mentalhealth,47,16.5,1
22,hw_obesity,48,36.35,1
22,i,44,43.668020347,1
22,i_commutetime,32,25.7401,2
22,i_dissimilarity,36,0.465,2
22,i_genderpaygap,50,0.63,1
22,i_isolation,46,58.199999999999996,1
22,i_linguistic,17,0.018,2
22,nbm,48,35.908084164,1
22,nbm_dental,48,20.7697,1
22,nbm_foodsecurity,49,15.299999999999999,1
22,nbm_mencorehealth,50,24.8949,1
22,nbm_poorhealth,47,15.492700000000001,1
22,nbm_supermarketacce,22,59.699999999999996,2
22,nbm_womencorehealth,50,23.052500000000002,1
22,opp,52,41.509264316,1
22,pfc,51,35.729021706,1
22,pfc_adultnoinsuranc,35,11.04,2
22,pfc_altercommute,47,6.6000000000000005,1
22,pfc_disconnected,51,10.4,1
22,pfc_teenbirthrate,46,19.220000000000002,1
22,pr,49,46.915560678,1
22,pr_fatal,38,360.2,2
22,pr_gendergappower,1,0.810444299,3
22,pr_homeownership,34,65.3,2
22,pr_stateconstagains,1,1,3
22,pr_turnout,46,41,1
22,ps,47,37.245788466,1
22,ps_accidents,34,4.304,2
22,ps_property,48,299.196,1
22,ps_violent,45,161.439,2
22,s,12,72.65255584,2
22,s_hburdenowner,13,18.6,2
22,s_hburdenrenter,42,46.800000000000004,2
22,s_homeless,3,63.063,2
22,s_nokitchen,7,0.63,2
22,s_overcrowded,29,2.3,2
22,spi,52,41.216919146,1
22,ws,46,37.506139456,1
22,ws_drinkingwater,48,4.719,1
22,ws_floodrisk,48,2.21,1
22,ws_hazardouswaste,15,2.331,2
22,ws_noplumbing,32,0.4,2
23,aae,17,56.676607552,2
23,aae_associates,10,10,3
23,aae_bachelors,24,19.6,2
23,aae_graduate,22,11.3,2
23,abk,18,65.602313707,2
23,abk_g3reading,21,344.5,2
23,abk_g8math,37,713.9,2
23,abk_hsincomplete,14,11,2
23,abk_lessthan9th,6,2.7,2
23,abk_preschoolenroll,32,44,2
23,aic,34,34.160810571,2
23,aic_broadband,26,80,2
23,aic_broadbandspeed,22,116.816,2
23,aic_celldata,43,51.4,1
23,aic_nointernet,22,15.4,2
23,bhn,32,52.653015528,2
23,eq,1,74.357624104,3
23,eq_affectedglobalwa,30,44.987,2
23,eq_egridrenewables,1,42.642,3
23,eq_no2,1,4.802,3
23,eq_ozone,4,0.035,3
23,eq_pm25,1,6.003,3
23,eq_waterstress,1,0.658676,2
23,fow,19,52.356008823,2
23,hw,39,35.303286912,2
23,hw_cancer,27,7.35,2
23,hw_chd,42,5.1,2
23,hw_diabetes,22,10.6,2
23,hw_drugod,47,1081.066,1
23,hw_mentalhealth,35,14.2,2
23,hw_obesity,23,31.05,2
23,i,4,66.933704983,3
23,i_commutetime,22,24.1717,2
23,i_dissimilarity,7,0.323,3
23,i_genderpaygap,16,0.734,2
23,i_isolation,1,16.3,3
23,i_linguistic,1,0.012,2
23,nbm,28,50.594950394,2
23,nbm_dental,40,17.5574,2
23,nbm_foodsecurity,34,12.9,2
23,nbm_mencorehealth,33,30.9046,2
23,nbm_poorhealth,34,14.168,2
23,nbm_supermarketacce,1,42.4,3
23,nbm_womencorehealth,39,26.7189,2
23,opp,6,62.599526234,3
23,pfc,21,58.61418469,2
23,pfc_adultnoinsuranc,28,9.76,2
23,pfc_altercommute,22,10.7,2
23,pfc_disconnected,14,5.7,2
23,pfc_teenbirthrate,3,5.6288,3
23,pr,7,68.17360771,3
23,pr_fatal,23,262.59999999999997,2
23,pr_gendergappower,50,0.319384222,1
23,pr_homeownership,1,71.1,3
23,pr_stateconstagains,25,0,2
23,pr_turnout,1,57.9,3
23,ps,17,58.590329093,2
23,ps_accidents,26,3.526,2
23,ps_property,5,141.055,3
23,ps_violent,8,79.323,2
23,s,34,64.684535974,2
23,s_hburdenowner,34,23.200000000000003,2
23,s_hburdenrenter,24,43.9,2
23,s_homeless,41,158.012,2
23,s_nokitchen,37,0.95,2
23,s_overcrowded,1,1.5,2
23,spi,18,55.869516862,2
23,ws,47,36.742246652,1
23,ws_drinkingwater,3,1.58,2
23,ws_floodrisk,32,1.78,2
23,ws_hazardouswaste,51,3.881,1
23,ws_noplumbing,48,0.67,1
24,aae,11,59.57772083,2
24,aae_associates,49,6.6000000000000005,1
24,aae_bachelors,14,21.3,2
24,aae_graduate,3,18.3,3
24,abk,16,66.149316296,2
24,abk_g3reading,24,336.8,2
24,abk_g8math,28,754.3000000000001,2
24,abk_hsincomplete,15,11.200000000000001,2
24,abk_lessthan9th,26,4,2
24,abk_preschoolenroll,15,50.1,2
24,aic,2,55.510064538,3
24,aic_broadband,7,84.6,3
24,aic_broadbandspeed,9,145.966,3
24,aic_celldata,8,61.9,3
24,aic_nointernet,5,12.1,3
24,bhn,3,62.210636464,3
24,eq,44,42.774999711,2
24,eq_affectedglobalwa,50,51.857,1
24,eq_egridrenewables,34,9.4989,2
24,eq_no2,41,9.483,2
24,eq_ozone,46,0.045,1
24,eq_pm25,27,7.222,2
24,eq_waterstress,24,0.849009,2
24,fow,16,52.915977714,2
24,hw,21,47.229530312,2
24,hw_cancer,21,7.1,2
24,hw_chd,1,3.75,2
24,hw_diabetes,34,11.5,2
24,hw_drugod,16,840.3,2
24,hw_mentalhealth,8,11.8,3
24,hw_obesity,25,31.55,2
24,i,51,36.210430191,1
24,i_commutetime,51,33.1963,1
24,i_dissimilarity,36,0.465,2
24,i_genderpaygap,8,0.774,3
24,i_isolation,50,64.4,1
24,i_linguistic,35,0.036,2
24,nbm,5,63.996652176,3
24,nbm_dental,7,11.4388,3
24,nbm_foodsecurity,17,11,2
24,nbm_mencorehealth,16,34.0801,2
24,nbm_poorhealth,9,11.2194,2
24,nbm_supermarketacce,1,42.4,3
24,nbm_womencorehealth,20,29.8638,2
24,opp,22,56.667078709,2
24,pfc,10,63.716409531,2
24,pfc_adultnoinsuranc,15,6.950000000000001,2
24,pfc_altercommute,9,15.9,3
24,pfc_disconnected,21,6.3,2
24,pfc_teenbirthrate,20,11.2238,2
24,pr,9,67.163754283,3
24,pr_fatal,12,211.50000000000003,2
24,pr_gendergappower,22,0.540444289,2
24,pr_homeownership,23,66.8,2
24,pr_stateconstagains,1,1,3
24,pr_turnout,21,49.5,2
24,ps,14,59.259981778,2
24,ps_accidents,12,2.633,2
24,ps_property,27,202.879,2
24,ps_violent,33,128.116,2
24,s,29,66.841262211,2
24,s_hburdenowner,41,24.4,2
24,s_hburdenrenter,44,47.599999999999994,2
24,s_homeless,31,109.27,2
24,s_nokitchen,2,0.5499999999999999,3
24,s_overcrowded,26,2.1999999999999997,2
24,spi,11,57.264564296,2
24,ws,4,58.74464969,3
24,ws_drinkingwater,6,1.619,2
24,ws_floodrisk,4,1.49,3
24,ws_hazardouswaste,26,2.507,2
24,ws_noplumbing,9,0.31,2
25,aae,1,66.017543255,3
25,aae_associates,40,7.7,2
25,aae_bachelors,3,23.799999999999997,3
25,aae_graduate,2,19.1,3
25,abk,2,73.273744673,3
25,abk_g3reading,1,423.4,3
25,abk_g8math,7,825,3
25,abk_hsincomplete,11,10.5,2
25,abk_lessthan9th,33,4.5,2
25,abk_preschoolenroll,5,59.699999999999996,3
25,aic,1,59.751518252,3
25,aic_broadband,5,84.7,3
25,aic_broadbandspeed,1,173.512,3
25,aic_celldata,12,60.4,2
25,aic_nointernet,9,12.4,3
25,bhn,12,60.521535572,3
25,eq,18,55.263657404,2
